papel,cotacao,pl,pvp,psr,dy,pa,pcg,pebit,pacl,evebit,evebitda,mrgebit,mrgliq,roic,roe,liqc,liq2m,patrliq,divbpatr,c5y
DAYC4,8.9,4.12,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17329999999999998,0.0,0.0,3009030000.0,0.0,0.0815
DESK3,8.14,19.55,1.0,1.319,4.1276,0.372,-15.45,4.37,-0.8,7.31,4.89,0.3017,0.0774,0.0981,0.051399999999999994,0.87,1769290.0,933576000.0,0.94,1.0625
DEXP3,8.0,5.02,1.32,0.358,0.0481,0.575,1.53,3.77,4.73,4.32,3.83,0.095,0.0858,0.191,0.2626,2.72,731154.0,570700000.0,0.54,0.336
DEXP4,7.79,4.89,1.28,0.349,0.0521,0.56,1.49,3.68,4.61,4.22,3.74,0.095,0.0858,0.191,0.2626,2.72,29523.9,570700000.0,0.54,0.336
DFVA3,9.9,-31.38,60.69,4.327,0.0,5.365,29.1,-55.91,-31.47,-58.28,-58.28,-0.0774,-0.1379,-0.1035,-1.9342,1.33,0.0,1170000.0,2.84,0.0339
DFVA4,8.0,-25.35,49.04,3.497,0.0,4.335,23.51,-45.18,-25.43,-47.55,-47.55,-0.0774,-0.1379,-0.1035,-1.9342,1.33,0.0,1170000.0,2.84,0.0339
DHBI3,19.0,-0.83,-0.17,0.869,0.0,0.343,-0.16,-3.68,-0.13,-24.58,-59.55,-0.23579999999999998,-1.5481,-0.105,0.21030000000000001,0.12,0.0,-456340000.0,-0.99,-0.23620000000000002
DHBI4,1.01,-0.04,-0.01,0.046,0.0,0.018,-0.01,-0.2,-0.01,-21.09,-51.1,-0.23579999999999998,-1.5481,-0.105,0.21030000000000001,0.12,0.0,-456340000.0,-0.99,-0.23620000000000002
DIRR3,16.63,11.94,1.88,1.153,0.0704,0.382,1.34,6.13,-1.14,6.7,5.93,0.1882,0.12789999999999999,0.0779,0.157,2.88,33275800.0,1329810000.0,1.07,0.154
DJON4,0.18,-1.7,0.22,-0.956,0.0,0.166,-1.29,-1.42,-0.85,-1.98,-1.98,0.6737000000000001,0.5633,-0.1202,-0.1284,0.24,0.0,2702000.0,0.09,0.45189999999999997
DMFN3,14.61,3.54,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2712,0.0,1776.34,13926000.0,0.0,-0.11130000000000001
DMMO3,1.76,-258.65,-1.72,2.854,0.0,3.346,11.9,6.37,-1.37,5.9,5.42,0.4481,-0.011000000000000001,0.7039,0.0066,2.25,0.0,-553275000.0,0.0,-0.17370000000000002
DMVF3,3.29,14.66,0.2,0.112,0.0,0.113,2.43,1.23,-0.79,1.03,0.6,0.09119999999999999,0.0077,0.11349999999999999,0.0134,1.2,164615.0,849493000.0,0.03,0.0983
DOCA3,11.0,-0.4,-0.03,-3.064,0.0,0.03,-0.32,-0.26,-0.02,-6.86,-6.76,11.6592,6.3617,-0.12480000000000001,0.0824,0.61,0.0,-390317000.0,-0.82,-0.38799999999999996
DOCA4,5.0,-0.18,-0.01,-1.393,0.0,0.014,-0.15,-0.12,-0.01,-6.71,-6.62,11.6592,6.3617,-0.12480000000000001,0.0824,0.61,0.0,-390317000.0,-0.82,-0.38799999999999996
DOHL3,10.0,217.25,1.07,1.19,0.012,0.779,1.79,1975.02,3.33,2190.83,44.37,0.0006,0.0055000000000000005,0.0004,0.0049,7.25,0.0,708248000.0,0.18,0.08960000000000001
DOHL4,4.17,90.59,0.45,0.496,0.0317,0.325,0.75,823.59,1.39,1039.39,21.05,0.0006,0.0055000000000000005,0.0004,0.0049,7.25,5695.68,708248000.0,0.18,0.08960000000000001
DOTZ3,0.8,-1.11,-0.62,0.759,0.0,0.268,-0.95,-1.75,-0.34,-0.1,-0.15,-0.4329,-0.6843,-0.4217,0.5619,0.69,39916.2,-169431000.0,-0.61,0.1195
DPPI3,85.0,16.65,4.99,-1.453,0.0,3.753,8.7,190.72,9.75,177.18,177.18,-0.0076,-0.0504,0.03,0.29969999999999997,3.14,0.0,545227000.0,0.06,0.1514
DPPI4,38.9,7.62,2.28,-0.665,0.0,1.718,3.98,87.28,4.46,73.74,73.74,-0.0076,-0.0504,0.03,0.29969999999999997,3.14,0.0,545227000.0,0.06,0.1514
DSUL3,7.95,5.65,0.97,0.879,0.0,0.721,1.93,2.37,2.7,1.27,1.27,0.3713,0.1602,0.4891,0.1725,3.5,0.0,236447000.0,0.01,0.3669
DTCY3,5.3,-216.89,-1474.86,6.039,0.0,5.1,-92.18,-69.24,-8.63,-70.1,40.8,-0.0872,-0.0278,-0.07769999999999999,6.8,0.88,37.32,-40000.0,-30.85,-0.1275
DUFB11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUQE3,28.0,-1.58,-11.29,12.103,0.0,0.428,-0.74,-1.65,-0.57,-2.7,-2.98,-7.329199999999999,-7.676,-0.2821,7.1574,0.33,0.0,-6987000.0,-7.19,-0.42700000000000005
DUQE4,2.95,-0.17,-1.19,1.275,0.0,0.045,-0.08,-0.17,-0.06,-1.23,-1.35,-7.329199999999999,-7.676,-0.2821,7.1574,0.33,0.0,-6987000.0,-7.19,-0.42700000000000005
DURA3,31.9,16.62,2.26,2.218,0.0,1.244,17.52,10.29,-10.66,11.64,11.64,0.21559999999999999,0.13390000000000002,0.1438,0.1359,1.27,0.0,1789980000.0,0.52,0.1094
DURA4,31.39,16.35,2.22,2.182,0.0,1.224,17.24,10.12,-10.49,11.47,11.47,0.21559999999999999,0.13390000000000002,0.1438,0.1359,1.27,0.0,1789980000.0,0.52,0.1094
DXCO3,5.57,6.17,0.79,0.549,0.053399999999999996,0.298,2.44,3.3,-1.04,6.01,3.76,0.1664,0.0901,0.1119,0.12869999999999998,1.58,44648800.0,5872340000.0,0.95,0.1697
DXTG4,3.68,13.02,1.32,0.675,0.0,0.689,2.44,6.26,7.48,6.33,6.33,0.10779999999999999,0.066,0.1231,0.10099999999999999,2.77,0.0,768999000.0,0.04,0.083
EALT3,7.25,4.41,0.76,0.331,0.037599999999999995,0.318,-121.83,3.11,-1.39,5.28,3.98,0.10640000000000001,0.07519999999999999,0.1117,0.172,0.99,1780.73,215087000.0,0.59,0.1777
EALT4,6.89,4.19,0.72,0.315,0.0435,0.302,-115.78,2.96,-1.32,5.13,3.86,0.10640000000000001,0.07519999999999999,0.1117,0.172,0.99,70608.4,215087000.0,0.59,0.1777
EBCO3,1.05,12.03,0.84,0.346,0.0,0.368,52.72,8.94,-15.02,8.68,8.68,0.0388,0.028999999999999998,0.0504,0.07,1.01,0.0,828097000.0,0.02,0.060899999999999996
EBCO4,1.0,11.46,0.8,0.33,0.0,0.351,50.21,8.51,-14.31,8.26,8.26,0.0388,0.028999999999999998,0.0504,0.07,1.01,0.0,828097000.0,0.02,0.060899999999999996
EBEN4,17.51,1.3,0.7,0.12,0.0,0.104,-10.7,0.63,-0.19,2.9,2.54,0.19079999999999997,0.09230000000000001,0.20120000000000002,0.5346,0.97,0.0,982597000.0,3.15,0.1048
EBTP3,10.21,-43.56,1.17,0.548,0.0,0.353,-502.47,6.42,-0.73,8.46,2.85,0.08529999999999999,-0.0103,0.0603,-0.0268,0.99,0.0,10782200000.0,0.39,0.221
EBTP4,10.0,-42.66,1.14,0.537,0.0,0.346,-492.13,6.29,-0.71,8.33,2.81,0.08529999999999999,-0.0103,0.0603,-0.0268,0.99,0.0,10782200000.0,0.39,0.221
ECIS3,211.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,1.53,0.349,0.1418,0.12480000000000001,0.0733,1.38,0.0,129346000.0,0.38,0.0466
ECIS4,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,1.53,0.349,0.1418,0.12480000000000001,0.0733,1.38,0.0,129346000.0,0.38,0.0466
ECOR3,5.44,15.42,1.64,0.625,0.0014000000000000002,0.209,-3.07,2.34,-0.28,8.62,6.34,0.2666,0.038599999999999995,0.099,0.1067,0.63,26949500.0,2303690000.0,5.06,0.1572
ECPR3,90.25,-9.87,1.21,0.0,0.0,0.621,174.62,-82.52,-1.29,-82.15,-82.27,0.0,0.0,-0.0075,-0.12279999999999999,2.97,0.0,141476000.0,0.0,0.0
ECPR4,90.74,-9.92,1.22,0.0,0.0,0.624,175.57,-82.97,-1.29,-82.6,-82.72,0.0,0.0,-0.0075,-0.12279999999999999,2.97,0.0,141476000.0,0.0,0.0
EEEL3,421.01,4.48,2.3,2.887,0.2999,0.859,7.78,5.44,-2.24,6.44,6.35,0.5307999999999999,0.643,0.172,0.5146000000000001,1.84,0.0,1764820000.0,0.61,0.061200000000000004
EEEL4,410.0,4.36,2.24,2.811,0.3387,0.836,7.58,5.3,-2.18,6.3,6.21,0.5307999999999999,0.643,0.172,0.5146000000000001,1.84,0.0,1764820000.0,0.61,0.061200000000000004
EGIE3,40.15,12.3,3.88,2.751,0.055,0.858,22.01,6.27,-1.46,9.17,7.71,0.4387,0.2238,0.1475,0.3157,1.25,81438300.0,8436520000.0,2.06,0.0889
EKTR3,36.07,7.09,2.44,0.833,0.1893,0.704,13.44,3.72,-1.63,6.11,5.23,0.2238,0.1175,0.2177,0.3442,1.23,1087.12,2865000000.0,1.75,0.0851
EKTR4,38.79,7.62,2.62,0.896,0.1936,0.757,14.45,4.0,-1.75,6.39,5.47,0.2238,0.1175,0.2177,0.3442,1.23,10740.9,2865000000.0,1.75,0.0851
ELCA3,24.7,35.07,13.54,3.447,0.0,2.064,32.48,14.68,-4.04,17.19,14.4,0.2349,0.13470000000000001,0.16,0.386,1.31,0.0,3850560000.0,2.84,0.1213
ELCA4,20.2,28.68,11.07,2.819,0.0,1.688,26.56,12.0,-3.3,14.52,12.16,0.2349,0.13470000000000001,0.16,0.386,1.31,0.0,3850560000.0,2.84,0.1213
ELEK3,19.11,24.46,2.66,0.619,0.0034000000000000002,1.067,3.75,52.11,-110.34,65.77,26.15,0.011899999999999999,0.0253,0.0252,0.10869999999999999,1.94,0.0,226327000.0,0.99,0.056900000000000006
ELEK4,26.0,33.27,3.62,0.842,0.0025,1.452,5.1,70.89,-150.12,84.56,33.61,0.011899999999999999,0.0253,0.0252,0.10869999999999999,1.94,0.0,226327000.0,0.99,0.056900000000000006
ELET3,32.72,20.76,0.68,2.215,0.015300000000000001,0.279,3.26,15.73,-0.69,22.78,14.06,0.1408,0.10679999999999999,0.0199,0.0329,1.88,372867000.0,110505000000.0,0.54,0.0971
ELET5,65.0,41.25,1.36,4.401,0.0,0.555,6.47,31.25,-1.37,38.3,23.63,0.1408,0.10679999999999999,0.0199,0.0329,1.88,951.22,110505000000.0,0.54,0.0971
ELET6,35.96,22.82,0.75,2.435,0.0291,0.307,3.58,17.29,-0.76,24.34,15.02,0.1408,0.10679999999999999,0.0199,0.0329,1.88,100710000.0,110505000000.0,0.54,0.0971
ELEV3,24.3,312.39,3.22,0.688,0.0,0.954,5.75,37.19,-5.18,51.41,51.41,0.018500000000000003,0.0027,0.0301,0.0103,1.47,0.0,489356000.0,1.35,0.0369
ELMD3,16.4,71.32,2.89,2.87,0.0,1.116,-15.92,17.13,-3.31,21.05,11.23,0.1675,0.0643,0.0764,0.0406,0.74,6706590.0,793395000.0,0.87,0.4075
ELPL3,49.32,6.9,4.07,0.519,0.0,0.327,-16.28,3.08,-0.48,5.04,3.99,0.1684,0.07519999999999999,0.1231,0.5897,0.92,0.0,2393790000.0,3.16,0.08960000000000001
ELPL4,15.98,2.24,1.32,0.168,0.0,0.106,-5.28,1.0,-0.16,2.96,2.34,0.1684,0.07519999999999999,0.1231,0.5897,0.92,0.0,2393790000.0,3.16,0.08960000000000001
ELPL5,30.5,4.27,2.52,0.321,0.0,0.202,-10.07,1.9,-0.3,3.87,3.06,0.1684,0.07519999999999999,0.1231,0.5897,0.92,0.0,2393790000.0,3.16,0.08960000000000001
ELPL6,30.2,4.22,2.49,0.318,0.0,0.2,-9.97,1.89,-0.3,3.85,3.05,0.1684,0.07519999999999999,0.1231,0.5897,0.92,0.0,2393790000.0,3.16,0.08960000000000001
ELUM3,36.0,11.12,1.5,0.94,0.0,0.886,2.31,14.76,2.51,10.02,10.02,0.0637,0.08460000000000001,0.094,0.13470000000000001,2.02,0.0,443231000.0,0.08,0.084
ELUM4,47.9,14.79,1.99,1.251,0.0,1.178,3.07,19.64,3.34,14.9,14.9,0.0637,0.08460000000000001,0.094,0.13470000000000001,2.02,0.0,443231000.0,0.08,0.084
EMAE4,39.88,21.66,1.31,2.766,0.022099999999999998,0.74,1.88,-28.23,61.55,-19.86,-22.35,-0.098,0.1277,-0.0338,0.0605,8.34,130871.0,1124180000.0,0.0,0.1307
EMBR3,19.65,-15.26,1.09,0.621,0.0,0.275,1.1,6.22,-1.79,8.21,5.61,0.0998,-0.0447,0.0635,-0.0712,1.79,167650000.0,13396700000.0,1.25,0.1301
ENAT3,11.57,8.02,0.75,1.414,0.1477,0.372,2.48,3.44,-2.55,3.19,2.32,0.41090000000000004,0.17620000000000002,0.18280000000000002,0.0933,1.72,17982400.0,4109820000.0,0.54,0.28300000000000003
ENBR3,22.26,12.67,1.21,0.748,0.051699999999999996,0.35,11.23,2.97,-0.87,5.23,4.44,0.2521,0.0701,0.1391,0.09519999999999999,1.13,112142000.0,10725900000.0,1.31,0.0683
ENER3,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.51,2.22,0.2633,0.1365,0.21719999999999998,0.5775,1.36,0.0,964263000.0,3.22,0.1433
ENER5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.51,2.22,0.2633,0.1365,0.21719999999999998,0.5775,1.36,0.0,964263000.0,3.22,0.1433
ENER6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.51,2.22,0.2633,0.1365,0.21719999999999998,0.5775,1.36,0.0,964263000.0,3.22,0.1433
ENEV3,10.69,45.07,1.24,2.764,0.0,0.406,30.42,16.93,-0.76,33.37,18.15,0.1632,0.0613,0.0264,0.0275,1.11,139381000.0,13678300000.0,1.35,0.2014
ENGI11,41.75,7.97,1.55,0.642,0.046900000000000004,0.285,11.36,2.92,-0.52,6.78,5.56,0.21969999999999998,0.0916,0.1119,0.1938,1.11,113557000.0,11019900000.0,2.56,0.1427
ENGI3,12.65,12.08,2.34,0.973,0.031,0.432,17.2,4.43,-0.79,8.29,6.8,0.21969999999999998,0.0916,0.1119,0.1938,1.11,170578.0,11019900000.0,2.56,0.1427
ENGI4,7.34,7.01,1.36,0.565,0.053399999999999996,0.251,9.98,2.57,-0.46,6.43,5.27,0.21969999999999998,0.0916,0.1119,0.1938,1.11,229410.0,11019900000.0,2.56,0.1427
ENJU3,0.85,-2.56,0.45,1.225,0.0,0.395,0.54,-1.82,0.55,1.49,1.84,-0.6716,-0.4789,-0.8809999999999999,-0.1746,8.32,1037440.0,380850000.0,0.0,0.3209
ENMT3,65.98,12.13,4.66,2.026,0.0652,1.223,49.43,7.51,-2.54,9.7,8.62,0.2696,0.16699999999999998,0.1807,0.38420000000000004,1.11,29612.7,3099190000.0,1.6,0.1472
ENMT4,68.8,12.65,4.86,2.112,0.0626,1.276,51.54,7.83,-2.65,10.03,8.9,0.2696,0.16699999999999998,0.1807,0.38420000000000004,1.11,5435.49,3099190000.0,1.6,0.1472
EPAR3,10.5,2.46,1.36,0.144,0.0,0.494,2.07,2.29,4.93,3.13,2.85,0.06269999999999999,0.0584,0.2913,0.5524,1.48,7705.56,114866000.0,0.79,0.3936
EPAR4,3.3,0.77,0.43,0.045,0.0,0.155,0.65,0.72,1.55,1.56,1.42,0.06269999999999999,0.0584,0.2913,0.5524,1.48,0.0,114866000.0,0.79,0.3936
EQMA3B,23.59,5.98,1.12,0.8,0.0861,0.46,5.16,3.48,-1.66,4.74,3.93,0.2296,0.1338,0.1623,0.18789999999999998,1.4,10973.0,3450250000.0,0.71,0.0874
EQMA5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450250000.0,0.0,0.0874
EQPA3,6.2,8.8,4.74,1.609,0.1425,1.071,11.77,5.56,-2.5,7.14,6.19,0.2894,0.18280000000000002,0.2437,0.5385,1.36,82266.2,2890070000.0,1.93,0.1331
EQPA5,8.64,12.26,6.6,2.242,0.10220000000000001,1.492,16.41,7.75,-3.48,9.33,8.08,0.2894,0.18280000000000002,0.2437,0.5385,1.36,0.0,2890070000.0,1.93,0.1331
EQPA6,10.69,15.17,8.17,2.774,0.08259999999999999,1.846,20.3,9.59,-4.31,11.17,9.68,0.2894,0.18280000000000002,0.2437,0.5385,1.36,0.0,2890070000.0,1.93,0.1331
EQPA7,8.0,11.35,6.11,2.076,0.1104,1.382,15.19,7.17,-3.23,8.76,7.59,0.2894,0.18280000000000002,0.2437,0.5385,1.36,3590.24,2890070000.0,1.93,0.1331
EQTL3,27.68,22.75,1.88,1.152,0.0231,0.345,-76.14,5.06,-0.62,10.45,8.74,0.2278,0.0708,0.0789,0.0827,0.98,207126000.0,16614400000.0,2.48,0.2232
ESCE3,172.0,1.8,0.74,0.203,0.0,0.164,-1.5,0.92,-0.31,2.93,2.57,0.21989999999999998,0.11230000000000001,0.2091,0.4094,0.69,0.0,1369220000.0,1.94,0.11460000000000001
ESPA3,0.96,-6.91,0.39,0.383,0.0,0.149,0.83,3.81,-0.75,11.27,6.06,0.10060000000000001,-0.0567,0.044199999999999996,-0.057,1.74,3778030.0,880957000.0,1.04,0.1414
ESTC11,23.5,-41.57,0.82,0.53,0.0,0.268,2.44,4.1,-0.61,11.31,5.14,0.1293,-0.0121,0.0735,-0.019799999999999998,1.9,0.0,2946250000.0,1.71,0.0696
ESTC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21,3.28,0.1293,-0.0121,0.0735,-0.019799999999999998,1.9,0.0,2946250000.0,1.71,0.0696
ESTR3,40.0,-0.69,-0.06,0.183,0.0,0.116,-0.06,3.95,-0.05,15.42,12.38,0.0464,-0.2637,0.031,0.0916,0.21,0.0,-507524000.0,-0.19,0.105
ESTR4,37.5,-0.65,-0.06,0.172,0.0,0.109,-0.06,3.7,-0.05,15.17,12.18,0.0464,-0.2637,0.031,0.0916,0.21,2564.0,-507524000.0,-0.19,0.105
ETER3,9.04,4.06,0.83,0.47,0.0674,0.457,1.3,3.48,3.3,3.3,2.9,0.1353,0.11599999999999999,0.15380000000000002,0.20350000000000001,2.52,6554290.0,676188000.0,0.13,0.2737
ETER4,9.85,4.42,0.9,0.512,0.0,0.498,1.41,3.79,3.59,3.61,3.17,0.1353,0.11599999999999999,0.15380000000000002,0.20350000000000001,2.52,0.0,676188000.0,0.13,0.2737
EUCA3,9.5,3.42,0.44,0.35,0.0756,0.239,1.9,2.22,-2.82,3.57,2.46,0.1575,0.1026,0.11779999999999999,0.12789999999999999,1.52,39542.5,2012890000.0,0.31,0.203
EUCA4,9.01,3.24,0.41,0.332,0.0877,0.227,1.8,2.11,-2.67,3.45,2.38,0.1575,0.1026,0.11779999999999999,0.12789999999999999,1.52,307951.0,2012890000.0,0.31,0.203
EVEN3,4.31,8.75,0.48,0.394,0.0348,0.136,0.3,4.54,0.81,3.59,3.43,0.0868,0.08410000000000001,0.0358,0.0546,2.48,5256400.0,1912820000.0,0.41,0.11380000000000001
EZTC3,12.75,8.68,0.63,2.513,0.0279,0.509,1.51,18.4,2.1,16.83,15.49,0.1366,0.30510000000000004,0.0325,0.0726,4.91,40367200.0,4469650000.0,0.12,0.2564
FBMC3,80.0,-3.78,-0.92,3.858,0.0,1.384,-1.79,-2.85,-0.64,-3.31,-3.69,-1.3559,-1.0197,-0.647,0.2419,0.31,0.0,-63552000.0,-0.15,-0.3166
FBMC4,1.96,-0.09,-0.02,0.095,0.0,0.034,-0.04,-0.07,-0.02,-0.53,-0.59,-1.3559,-1.0197,-0.647,0.2419,0.31,0.0,-63552000.0,-0.15,-0.3166
FBRA4,34.58,-39.57,1.66,0.457,0.0,0.738,18.94,7.4,-4.43,10.62,10.62,0.061799999999999994,-0.0115,0.11939999999999999,-0.042,1.11,0.0,213406000.0,0.77,0.12480000000000001
FCAP3,0.62,0.52,0.11,0.0,0.0,0.089,0.0,-6.18,0.0,-15.27,-15.27,0.0,0.0,0.0,0.2183,0.0,0.0,107134000.0,0.0,0.0
FCAP4,0.7,0.58,0.13,0.0,0.0,0.1,0.0,-6.98,0.0,-16.07,-16.07,0.0,0.0,0.0,0.2183,0.0,0.0,107134000.0,0.0,0.0
FESA3,57.44,4.78,1.67,1.616,0.0851,1.247,4.27,4.16,7.59,3.73,3.26,0.3882,0.3385,0.3969,0.34950000000000003,3.35,1867.85,3039680000.0,0.11,0.2544
FESA4,50.84,4.23,1.48,1.43,0.1058,1.104,3.78,3.69,6.72,3.25,2.85,0.3882,0.3385,0.3969,0.34950000000000003,3.35,11982200.0,3039680000.0,0.11,0.2544
FFTL3,25.0,53.22,2.26,3.41,0.0,1.508,23.71,20.9,-15.54,20.55,20.55,0.1632,0.0816,0.0891,0.0424,1.37,0.0,6274030000.0,0.07,0.0779
FFTL4,25.06,53.34,2.26,3.418,0.0,1.512,23.77,20.95,-15.58,20.6,20.6,0.1632,0.0816,0.0891,0.0424,1.37,0.0,6274030000.0,0.07,0.0779
FGUI3,12.0,-12.41,-2.15,16.009,0.0,25.203,-2.2,-57.76,-2.05,-70.17,-70.17,-0.2772,-1.29,-0.6074,0.1732,0.04,0.0,-222024000.0,-0.46,0.0213
FGUI4,0.38,-0.39,-0.07,0.507,0.0,0.798,-0.07,-1.83,-0.06,-14.24,-14.24,-0.2772,-1.29,-0.6074,0.1732,0.04,0.0,-222024000.0,-0.46,0.0213
FHER3,13.15,-4.7,1.92,0.125,0.0,0.235,0.9,-30.79,-2.3,-28.59,76.31,-0.0040999999999999995,-0.0265,-0.0138,-0.4086,1.51,1359260.0,368520000.0,0.03,0.2401
FIBR3,66.3,12.03,2.59,2.01,0.0759,0.899,9.59,5.13,-2.54,7.17,5.29,0.3918,0.1675,0.22949999999999998,0.2157,1.46,0.0,14149000000.0,1.46,0.2271
FIGE3,12.03,2.74,0.19,0.0,3.2855000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0699,0.0,0.0,148304000.0,0.0,0.1898
FIGE4,38.01,8.66,0.61,0.0,1.1438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0699,0.0,0.0,148304000.0,0.0,0.1898
FIQE3,3.28,9.12,1.19,1.75,0.0256,0.619,3.67,7.14,-5.48,6.01,3.04,0.2451,0.19190000000000002,0.128,0.1306,1.85,916570.0,997274000.0,0.37,0.5401
FLCL3,11.5,134.2,71.08,13.094,0.0,12.959,166.0,75.4,-32.21,77.54,77.54,0.17370000000000002,0.09759999999999999,0.2291,0.5297,1.23,0.0,72920000.0,2.96,-0.2963
FLCL5,12.5,145.87,77.26,14.232,0.0,14.086,180.44,81.95,-35.01,84.09,84.09,0.17370000000000002,0.09759999999999999,0.2291,0.5297,1.23,0.0,72920000.0,2.96,-0.2963
FLCL6,9.91,115.65,61.25,11.283,0.0,11.168,143.05,64.97,-27.75,67.11,67.11,0.17370000000000002,0.09759999999999999,0.2291,0.5297,1.23,0.0,72920000.0,2.96,-0.2963
FLRY3,14.11,16.83,1.93,1.161,0.0209,0.665,4.48,7.28,-1.92,10.61,6.47,0.1595,0.0692,0.11630000000000001,0.1148,1.94,36048400.0,2681540000.0,1.37,0.141
FRAS3,9.05,11.93,1.39,0.799,0.038599999999999995,0.649,1.71,6.1,8.09,5.75,4.42,0.1311,0.0665,0.17300000000000001,0.1161,2.66,3330070.0,1763900000.0,0.52,0.2981
FRAS4,5.79,7.63,0.89,0.511,0.0,0.415,1.1,3.9,5.18,3.55,2.73,0.1311,0.0665,0.17300000000000001,0.1161,2.66,0.0,1763900000.0,0.52,0.2981
FRIO3,20.0,-1.34,-0.37,0.039,0.0,0.045,-0.2,0.61,-0.11,8.71,5.94,0.06509999999999999,-0.0302,0.1198,0.2753,0.76,959.27,-223039000.0,-5.86,0.1613
FRTA3,2.18,-0.86,-0.06,0.784,0.0,0.138,-0.05,-0.8,-0.04,-11.82,-12.92,-0.9795,-0.9102,-0.2296,0.0738,0.04,2274.0,-70440000.0,-0.88,-0.0482
FTRX3,0.13,-0.15,-0.02,0.206,0.0,0.023,-0.04,-0.19,-0.01,-1.77,-2.27,-1.0622,-1.3883,-0.1199,0.135,0.06,0.0,-154535000.0,-0.16,-0.3125
FTRX4,0.11,-0.13,-0.02,0.174,0.0,0.019,-0.03,-0.16,-0.01,-1.74,-2.24,-1.0622,-1.3883,-0.1199,0.135,0.06,0.0,-154535000.0,-0.16,-0.3125
GAFP3,0.12,-0.04,-0.01,0.372,0.0,0.015,-0.09,-0.48,-0.01,-46.92,-46.92,-0.7757,-9.8128,-0.0321,0.38789999999999997,0.51,0.0,-80712500.0,-1.43,-0.5809000000000001
GAFP4,0.05,-0.02,-0.01,0.155,0.0,0.006,-0.04,-0.2,-0.0,-46.65,-46.65,-0.7757,-9.8128,-0.0321,0.38789999999999997,0.51,0.0,-80712500.0,-1.43,-0.5809000000000001
GALO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.1398,-1.8458,0.3937,0.0762,0.0,0.0,-60607000.0,0.0,-0.2897
GALO4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.1398,-1.8458,0.3937,0.0762,0.0,0.0,-60607000.0,0.0,-0.2897
GAZO3,3.4,0.45,-0.05,-2.068,0.0,0.301,-0.67,1.26,-0.04,1.43,1.43,-1.64,-4.5448,0.2506,-0.1061,0.35,0.0,-102667000.0,-0.01,-0.2821
GAZO4,2.32,0.31,-0.03,-1.411,0.0,0.205,-0.46,0.86,-0.03,1.03,1.03,-1.64,-4.5448,0.2506,-0.1061,0.35,0.0,-102667000.0,-0.01,-0.2821
GBIO33,10.4,-14.97,1.32,1.518,0.0,0.791,7.57,13.53,17.58,16.06,16.06,0.1121,-0.1014,0.0712,-0.0883,1.31,0.0,838439000.0,0.31,-0.08990000000000001
GEPA3,24.15,9.38,1.22,1.665,0.0993,0.614,-3.89,4.47,-1.61,5.95,4.36,0.37270000000000003,0.1776,0.16829999999999998,0.13,0.42,1516.29,1871610000.0,0.52,0.0049
GEPA4,24.48,9.5,1.24,1.688,0.098,0.622,-3.95,4.53,-1.63,6.01,4.4,0.37270000000000003,0.1776,0.16829999999999998,0.13,0.42,11496.9,1871610000.0,0.52,0.0049
GETI3,14.45,13.19,3.44,1.916,0.0,1.314,-15.63,6.98,-3.19,8.2,6.76,0.2743,0.1452,0.22699999999999998,0.2609,0.71,0.0,1601130000.0,0.86,0.13390000000000002
GETI4,14.46,13.2,3.44,1.917,0.0,1.315,-15.64,6.99,-3.2,8.2,6.76,0.2743,0.1452,0.22699999999999998,0.2609,0.71,0.0,1601130000.0,0.86,0.13390000000000002
GETT3,2.4,7.55,1.24,1.336,0.01,0.081,3.13,6.04,3.36,6.86,4.78,0.2213,0.1766,0.013600000000000001,0.1641,1.03,0.0,3618060000.0,0.34,0.0
GETT4,2.4,7.55,1.24,1.336,0.011000000000000001,0.081,3.13,6.04,3.36,6.86,4.78,0.2213,0.1766,0.013600000000000001,0.1641,1.03,0.0,3618060000.0,0.34,0.0
GFSA3,5.44,-3.34,0.16,0.245,0.0,0.051,0.13,-13.91,1.09,-90.38,123.04,-0.0176,-0.0732,-0.004,-0.046900000000000004,2.1,18160800.0,1772110000.0,1.12,0.1106
